@relation 'NSL-KDD-completo-weka.filters.unsupervised.attribute.Remove-V-R4-6,12,26,29-30,37,42'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute logged_in numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute classe {normal,ataque}

@data
SF,215,654,1,0,1,0,0,normal
SF,48,48,0,0,1,0,0,normal
S0,0,0,0,1,0.08,0.05,0,ataque
SF,338,3581,1,0,1,0,0.02,normal
SF,266,282,1,0,1,0,0,normal
REJ,0,0,0,0,0.01,0.07,0,ataque
REJ,0,0,0,0,0.11,0.06,0,ataque
SF,1545,524,1,0,1,0,0,normal
SF,1293,331,1,0,1,0,0.02,normal
SF,183,0,0,0,0.5,1,0,normal
REJ,0,0,0,0,0,1,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
S1,235,1460,1,1,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,1608,364,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,297,498,1,0,1,0,0,normal
SF,307,1215,1,0,1,0,0.02,normal
SF,1,0,0,0,0.08,0.67,0,ataque
S0,0,0,0,1,0.01,0.05,0,ataque
SF,230,530,1,0,1,0,0.01,normal
REJ,0,0,0,0,1,0,0.17,normal
SF,147,105,0,0,1,0,0,normal
SF,223,16129,1,0,1,0,0,normal
SF,45,133,0,0,1,0,0,normal
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
RSTR,0,0,0,0,0.01,0.53,0,ataque
SF,306,4378,1,0.05,1,0,0.02,normal
SF,43,134,0,0,0.99,0.02,0,normal
SF,203,1074,1,0,1,0,0.01,normal
SF,337,1528,1,0,1,0,0.02,normal
SF,317,1617,1,0,1,0,0,normal
SF,38,38,0,0,1,0,0,normal
S0,0,0,0,1,0.14,0.07,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,1114,331,1,0,1,0,0.01,normal
SF,1398,328,1,0,1,0,0.01,normal
SF,33,95,0,0,1,0,0,normal
SF,3775,0,0,0,1,0,0,normal
SF,8,0,0,0,1,0,0.26,ataque
SF,619,325,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,1195,542,1,0,1,0,0.02,normal
SF,35,100,0,0,1,0,0,normal
SF,306,2378,1,0.33,1,0,0.05,normal
SF,45,115,0,0,1,0,0,normal
SF,242,320,1,0,1,0,0.01,normal
SF,46,46,0,0,1,0,0,normal
SF,749,0,1,0,1,0,0,normal
S0,0,0,0,1,0.12,0.05,0,ataque
S0,0,0,0,1,0.36,0.29,0,ataque
SF,171,11094,1,0,1,0,0.02,normal
SF,292,16390,1,0,1,0,0.04,normal
SF,30,0,0,0,0.33,0.67,0,normal
S0,0,0,0,1,0.04,0.07,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
SF,86,128,1,0,1,0,0,normal
S0,0,0,0,1,0.01,0.07,0,ataque
SF,324,369,1,0,1,0,0.02,normal
SF,46,119,0,0,1,0,0,normal
SF,146,105,0,0,1,0,0,normal
SF,147,0,0,0,0.2,0.6,0,normal
SF,45,45,0,0,1,0,0,normal
SF,105,147,0,0,1,0,0,normal
SF,307,3222,1,0,1,0,0,normal
SF,204,1337,1,0,1,0,0.02,normal
S0,0,0,0,1,0.09,0.07,0,ataque
SF,2415,327,1,0,1,0,0.02,normal
SF,24,30,0,0,1,0,0,normal
SF,229,318,1,0,1,0,0.01,normal
SF,44,44,0,0,1,0,0,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,146,105,0,0,0.14,0.14,0,normal
SF,225,626,1,0,1,0,0,normal
SF,201,1801,1,0,1,0,0.03,normal
SF,520,0,0,0,1,0,0,ataque
SF,313,7534,1,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.18,normal
S0,0,0,0,1,0.13,0.07,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,42,42,0,0,1,0,0,normal
SF,215,301,1,0,1,0,0,normal
REJ,0,0,0,0,0.04,0.06,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
S0,0,0,0,1,0.09,0.05,0,ataque
S0,0,0,0,1,0.1,0.05,0,ataque
REJ,0,0,0,0,0.08,0.06,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,222,1289,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,145,105,0,0,1,0,0,normal
SF,199,463,1,0,1,0,0.03,normal
SF,224,641,1,0,1,0,0.02,normal
SF,45,129,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,208,478,1,0,1,0,0,normal
SF,223,13111,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.05,0,ataque
SF,249,1450,1,0,1,0,0.01,normal
S0,0,0,0,1,0.09,0.07,0,ataque
SF,8,0,0,0,1,0,0.26,ataque
S0,0,0,0,1,0.17,0.05,0,ataque
SF,44,78,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,339,1913,1,0,1,0,0.06,normal
RSTO,0,0,0,0,0,0.06,0,ataque
SF,18,0,0,0,1,0,0.25,ataque
SF,276,8253,1,0,1,0,0.01,normal
S0,0,0,0,1,0.04,0.07,0,ataque
SF,228,7897,1,0,1,0,0.04,normal
SF,1342,0,0,0,1,0,0.02,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,1,0,0,0,0.87,0.13,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,274,1046,1,0,1,0,0,normal
SF,182,0,0,0,0.5,1,0,normal
REJ,0,0,0,0,0,0.96,0,ataque
SF,247,3492,1,0,1,0,0.04,normal
RSTO,0,0,0,0,0.01,0.06,0,ataque
SF,324,1917,1,0,1,0,0.04,normal
S0,0,0,0,1,0.04,0.07,0,ataque
SF,194,0,1,0,1,0,0.03,normal
S0,0,0,0,1,0.21,0.1,0,ataque
SF,44,70,0,0,1,0,0,normal
S0,0,0,0,1,0.08,0.06,0,ataque
S0,0,0,0,1,0,1,0,ataque
REJ,0,0,0,0,0.06,0.06,0,ataque
SF,44,129,0,0,1,0,0,normal
SF,2380,329,1,0,0.33,1,0,normal
SF,295,771,1,0,1,0,0.02,normal
S0,0,0,0,1,0.43,0.1,0,ataque
SF,570,377,1,0,1,0,0.02,normal
S0,0,0,0,1,0.24,0.14,0,ataque
SF,30,0,0,0,1,0,0.43,normal
SF,12324,0,0,0,1,0,0,normal
S0,0,0,0,1,0.15,0.06,0,ataque
SF,28,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
SF,105,147,0,0,0.14,0.29,0,normal
SF,276,0,0,0,1,0,0.08,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,214,2124,1,0.2,1,0,0.02,normal
S0,0,0,0,0.5,1,0,0.05,normal
SF,334,0,1,0,1,0,0.13,ataque
SF,226,396,1,0,1,0,0,normal
SF,273,18050,1,0,1,0,0,normal
SF,45,45,0,0,1,0,0,normal
SF,336,3984,1,0,1,0,0.05,normal
SF,2754,327,1,0,1,0,0,normal
SF,1418,8669,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.04,0,ataque
SF,45,138,0,0,1,0,0,normal
SF,209,1482,1,0,1,0,0.06,normal
REJ,0,0,0,0,0.03,0.06,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
SF,241,9284,1,0,1,0,0,normal
SF,237,10146,1,0,1,0,0.06,normal
SF,145,105,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,7940,0,1,0,1,0,0.04,normal
SF,2972,332,1,0,1,0,0.01,normal
S0,0,0,0,1,0.2,0.07,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
SF,658,335,1,0,1,0,0.02,normal
SF,1338,333,1,0,1,0,0,normal
SF,327,2402,1,0,1,0,0,normal
SF,42,42,0,0,1,0,0,normal
SF,224,2005,1,0,1,0,0.01,normal
RSTR,6,26,1,0,0.02,1,0,ataque
SF,236,307,1,0,1,0,0,normal
SF,243,269,1,0,1,0,0,normal
REJ,0,0,0,0,0.18,0.07,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
SF,240,976,1,0,1,0,0,normal
SF,301,671,1,0,1,0,0.02,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,8,223,0,0,1,0,0.13,normal
SF,300,2239,1,0,1,0,0,normal
RSTO,0,0,0,0,0.13,0.05,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,263,13332,1,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.16,normal
S0,0,0,0,1,0.07,0.05,0,ataque
S0,0,0,0,1,0.01,0.05,0,ataque
S0,0,0,0,1,0.64,0.09,0,ataque
S0,0,0,0,1,0.27,0.12,0,ataque
SF,173,3392,1,0,1,0,0.04,normal
SF,319,474,1,0,1,0,0.02,normal
SF,8,0,0,0,1,0,0.25,ataque
SF,227,990,1,0,1,0,0.08,normal
S0,0,0,0,1,0.07,0.05,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
SF,32,0,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.16,normal
SF,281,15668,1,0,1,0,0.03,normal
SF,8737,0,1,0,1,0,0.03,normal
S0,0,0,0,1,0.09,0.05,0,ataque
SF,209,3127,1,0,1,0,0.02,normal
SF,281,2947,1,0,1,0,0.07,normal
SF,44,110,0,0,1,0,0,normal
SF,306,9557,1,0,1,0,0.02,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,46,135,0,0,0.99,0.03,0,normal
SF,18,0,0,0,1,0,0.26,ataque
SF,213,8487,1,0,1,0,0,normal
RSTR,0,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,244,406,1,0,1,0,0,normal
SF,969,334,1,0,1,0,0.01,normal
SF,189,450,1,0,1,0,0,normal
REJ,0,0,0,0,0.1,0.06,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
SF,1,0,0,0,0.05,0.24,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
SF,216,2020,1,0,1,0,0.01,normal
SF,373,0,1,0,1,0,0.06,normal
SF,1664,365,1,0,1,0,0.01,normal
S0,0,0,0,1,0.01,0.06,0,ataque
SF,246,773,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.05,0,ataque
SF,206,19950,1,0,1,0,0.01,normal
S0,0,0,0,1,0.06,0.07,0,ataque
SF,276,0,1,0,1,0,0.03,normal
SF,221,494,1,0,1,0,0,normal
SF,59,0,1,0,1,0,0.02,normal
REJ,0,0,0,0,1,0,0.13,normal
SF,221,199,1,0,1,0,0.03,normal
SF,237,666,1,0,1,0,0.02,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
S0,0,0,0,1,0.1,0.05,0,ataque
S0,0,0,0,1,0.04,0.07,0,ataque
SF,1217,328,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.06,0,ataque
SF,327,2169,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.27,ataque
S0,0,0,0,1,0.2,0.2,0,ataque
REJ,0,0,0,0,0.15,0.06,0,ataque
SF,220,330,1,0,1,0,0,normal
SF,36,36,0,0,1,0,0,normal
SF,147,105,0,0,0.67,0.67,0,normal
REJ,0,0,0,0,0,1,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
SF,289,1301,1,0,1,0,0.05,normal
S0,0,0,0,1,0.08,0.07,0,ataque
S0,0,0,0,1,0.81,0.08,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,0,15,0,0,1,0,1,ataque
S0,0,0,0,1,0.26,0.05,0.04,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,44,44,0,0,1,0,0,normal
SF,190,3703,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
REJ,0,0,0,0,0.04,0.06,0,ataque
REJ,0,0,0,0,0.16,0.05,0,ataque
SF,240,2230,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,45,119,0,0,1,0,0,normal
SF,44,72,0,0,1,0.01,0,normal
REJ,0,0,0,0,0,1,0,ataque
REJ,0,0,0,0,0.05,0.07,0,ataque
S0,0,0,0,1,0.03,0.05,0,ataque
SF,325,1200,1,0,1,0,0.01,normal
S0,0,0,0,1,0.05,0.06,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
REJ,0,0,0,0,1,0,0.09,normal
SF,8,0,0,0,1,0,0.26,ataque
S0,0,0,0,1,0.53,0.05,0,ataque
S0,0,0,0,1,0.13,0.05,0,ataque
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,1362,334,1,0,1,0,0,normal
SF,4542,0,0,0,1,0,0.07,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,222,877,1,0,1,0,0.02,normal
SF,214,310,1,0,1,0,0,normal
SF,203,0,0,0,1,0,0,normal
SF,393,1189158,1,0,1,0,0,normal
SF,105,146,0,0,1,0,0,normal
S0,0,0,0,1,0.5,0.38,0,ataque
SF,197,25519,1,0,1,0,0,normal
SF,44,110,0,0,1,0,0,normal
SF,48,48,0,0,0.25,0.5,0,normal
REJ,0,0,0,0,0.16,0.08,0,ataque
S0,0,0,0,1,0.16,0.05,0,ataque
SF,346,1774,1,0,1,0,0.11,normal
SF,3888,0,1,0,1,0,0.02,normal
SF,228,593,1,0,1,0,0.01,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,520,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.12,0.06,0,ataque
SF,183,0,0,0,0.5,1,0,normal
S0,0,0,0,1,0.19,0.05,0,ataque
SF,227,527,1,0,1,0,0.01,normal
SF,383,0,1,0,1,0,0.06,normal
SF,5,0,0,0,0.5,1,0,ataque
SF,229,1660,1,0,1,0,0.01,normal
S0,0,0,0,1,0.21,0.07,0,ataque
SF,697,329,1,0,1,0,0,normal
RSTR,0,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.75,0.5,0,ataque
REJ,0,0,0,0,0.06,0.06,0,ataque
SF,1,0,0,0,0.04,0.29,0,ataque
REJ,0,0,0,0,0.02,0.56,0,ataque
S0,0,0,0,1,0.11,0.06,0,ataque
SF,378,451,1,0,1,0,0.21,normal
SF,288,8100,1,0,1,0,0.07,normal
SF,239,7892,1,0,1,0,0.02,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,323,2446,1,0,1,0,0,normal
REJ,0,0,0,0,0.04,0.07,0,ataque
SF,18,0,0,0,1,0,0.25,ataque
SF,43,71,0,0,1,0,0,normal
SF,284,2039,1,0,1,0,0.01,normal
S0,0,0,0,1,0.15,0.05,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
SF,2194619,0,1,0,1,0,0.06,normal
SF,44,139,0,0,1,0,0,normal
SF,204,2612,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.08,0,ataque
SF,165,17500,1,0,1,0,0,normal
SF,291,1396,1,0,1,0,0,normal
S0,0,0,0,1,0.14,0.05,0,ataque
SF,203,4335,1,0,1,0,0.02,normal
S0,0,0,0,1,0.01,0.06,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
REJ,0,0,0,0,1,0,0.16,normal
SF,45,111,0,0,1,0,0,normal
SF,1766,0,0,0,1,0,0,normal
S0,0,0,0,1,0.02,0.08,0,ataque
REJ,0,0,0,0,1,0,1,ataque
S0,0,0,0,1,0.09,0.05,0,ataque
REJ,0,0,0,0,1,0,0.13,normal
RSTOS0,0,0,0,0.5,0.01,0.4,0,ataque
S0,0,0,0,1,0.13,0.07,0,ataque
S0,0,0,0,1,0.18,0.06,0,ataque
SF,324,478,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
S0,0,0,0,1,0.06,0.07,0,ataque
REJ,0,0,0,0,0.12,0.06,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
SF,28,0,0,0,0.31,0.05,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
SF,854,0,1,0,1,0,0,normal
S0,0,0,0,1,0.1,0.07,0,ataque
SF,575,334,1,0,1,0,0.02,normal
SF,304,4876,1,0,1,0,0,normal
SF,219,392,1,0,1,0,0,normal
SF,1008,333,1,0,1,0,0.02,normal
S0,0,0,0,1,0.21,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
REJ,0,0,0,0,0.04,0.07,0,ataque
RSTOS0,0,0,0,0.67,0.02,0.36,0,ataque
SF,312,210,1,0,1,0,0.05,normal
SF,291,331,1,0.05,1,0,0,normal
REJ,0,0,0,0,1,0,0.09,normal
SF,1206,2449,1,0,1,0,0,ataque
SF,215,864,1,0,1,0,0.02,normal
SF,346,392,1,0,1,0,0,normal
REJ,0,0,0,0,0.05,0.06,0,ataque
S0,0,0,0,1,0.17,0.05,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
S0,0,0,0,1,0.1,0.06,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
SF,207,0,0,0,1,0,0,ataque
REJ,0,0,0,0,1,0,0.22,normal
SF,1,0,0,0,0.18,0.29,0,ataque
SF,316,6534,1,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.03,0.08,0,ataque
SF,1,0,0,0,0.92,0.08,0,ataque
SF,520,0,0,0,1,0,0,ataque
SF,204,255,1,0,1,0,0.04,normal
SF,184,2653,1,0,1,0,0.02,normal
SF,286,9216,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.05,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
REJ,0,0,0,0,0.01,0.07,0,ataque
SF,1067,395,1,0,1,0,0.01,normal
SF,1109,332,1,0,1,0,0.01,normal
SF,178,6654,1,0,1,0,0.02,normal
S0,0,0,0,1,0.17,0.07,0,ataque
S0,0,0,0,1,0.12,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,251,931,1,0,1,0,0.03,normal
SF,690,329,1,0,0.5,1,0,normal
REJ,0,0,0,0,0.04,0.07,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,289,6675,1,0,1,0,0.05,normal
S0,0,0,0,1,0.11,0.06,0,ataque
S0,0,0,0,1,0.2,0.2,0,ataque
SF,322,659,1,0,1,0,0.01,normal
SF,1480,0,0,0,1,0,0,ataque
SF,209,2115,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,203,983,1,0,1,0,0,normal
SF,43,73,0,0,1,0,0,normal
SF,30,0,0,0,1,0,0,normal
SF,247,617,1,0,1,0,0,normal
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.5,0.08,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,491,9127,1,0,1,0,0,normal
SF,183,0,0,0,0.5,1,0,normal
SF,11,0,1,0,1,0,0.06,normal
SF,302,388,1,0,1,0,0.02,normal
SF,303,253,1,0,1,0,0.01,normal
REJ,0,0,0,0,1,0,0.21,normal
SF,231,1698,1,0,1,0,0,normal
SF,516,4,0,0,1,0,0,normal
SF,227,2819,1,0,1,0,0,normal
SF,1093,18740,1,0,1,0,0,normal
SF,297,2570,1,0,1,0,0.03,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,44,44,0,0,1,0,0,normal
SF,20,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.13,0.05,0,ataque
SF,124,12143,1,0,1,0,0,normal
SF,7,330,0,0,1,0,0.2,normal
SF,113,0,0,0,1,0,0,normal
SF,187,15181,1,0,1,0,0.03,normal
SF,146,0,0,0,1,0,0,normal
RSTR,0,0,0,0,0.01,0.52,0,ataque
S0,0,0,0,1,0.12,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,8325,0,0,0,1,0,0,normal
SF,206,998,1,0,1,0,0.03,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,44,110,0,0,1,0,0,normal
SF,313,237,1,0,1,0,0.05,normal
S0,0,0,0,0.82,1,0,0.01,ataque
SF,223,1227,1,0,1,0,0,normal
SF,45,45,0,0,1,0,0,normal
SF,232,308,1,0,1,0,0,normal
S0,0,0,0,1,0.01,0.07,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,321,365,1,0,1,0,0.01,normal
S0,0,0,0,1,0.09,0.07,0,ataque
SF,45,133,0,0,1,0,0.01,normal
S0,0,0,0,1,0.03,0.07,0,ataque
SF,284,327,1,0,1,0,0.01,normal
REJ,0,0,0,0,0,1,0,ataque
SF,214,1721,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
REJ,0,0,0,0,0.03,0.07,0,ataque
SF,147,0,0,0,0.2,0.6,0,normal
SF,1,0,0,0,0.74,0.04,0,ataque
SF,44,44,0,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,236,3252,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
SF,105,146,0,0,1,0,0,normal
SF,321,413,1,0,1,0,0.01,normal
S0,0,0,0,1,0.26,0.06,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,258,302,1,0,1,0,0.02,normal
S0,0,0,0,1,0.05,0.06,0,ataque
S0,0,0,0,1,0.11,0.06,0,ataque
SF,1282,341,1,0,1,0,0.01,normal
S0,0,0,0,1,1,0,0,ataque
SF,44,44,0,0,1,0,0,normal
S0,0,0,0,1,0.11,0.07,0,ataque
SF,520,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
REJ,0,0,0,0,0.04,1,0,ataque
SF,288,24860,1,0,1,0,0,normal
SF,105,146,0,0,0.14,0.29,0,normal
SF,520,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.09,0.07,0,ataque
SF,45,123,0,0,1,0,0,normal
SF,225,268,1,0,1,0,0.04,normal
REJ,0,0,0,0,0,1,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.14,0.06,0,ataque
SF,192,0,1,0,1,0,0.04,normal
SF,287,28893,1,0,1,0,0.04,normal
SF,359,2920,1,0,1,0,0.16,normal
SF,343,462,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.05,0,ataque
S0,0,0,0,1,0.07,0.05,0,ataque
SF,222,619,1,0,1,0,0.02,normal
SF,34,0,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.07,0,ataque
REJ,0,0,0,0,1,0,0,normal
S0,0,0,0,1,0.04,0.07,0,ataque
SF,1666,404,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.51,ataque
SF,6,151,1,0,0.09,1,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.17,0.06,0,ataque
SF,872,329,1,0,1,0,0.02,normal
SF,78,0,0,0,0.25,0.25,0,normal
SF,245,0,1,0,1,0,0.02,normal
SF,46,117,0,0,1,0,0,normal
SF,289,1191,1,0,1,0,0.01,normal
SF,332,1282,1,0,1,0,0,normal
SF,192,0,1,0,1,0,0.07,normal
SF,225,4026,1,0,1,0,0.02,normal
SF,43,43,0,0,1,0,0,normal
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.02,0.05,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.1,0.3,0,ataque
SF,274,397,1,0,1,0,0,normal
SF,46,132,0,0,1,0,0,normal
SF,272,619,1,0,1,0,0.03,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,230,255,1,0,1,0,0.03,normal
SF,210,245,1,0,1,0,0.03,normal
S0,0,0,0,1,0.07,0.06,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,748,0,1,0,1,0,0.08,normal
S0,0,0,0,1,0.12,0.06,0,ataque
REJ,0,0,0,0,0.05,0.07,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
SF,296,4903,1,0,1,0,0.03,normal
SF,173819,0,1,0,1,0,0,normal
SF,44,114,0,0,1,0,0,normal
SF,239,431,1,0,1,0,0.05,normal
SF,288,3921,1,0,1,0,0.02,normal
SF,332,1025,1,0,1,0,0,normal
S0,0,0,0,1,0.01,0.07,0,ataque
S0,0,0,0,1,0.09,0.07,0,ataque
REJ,0,0,0,0,0.05,0.06,0,ataque
SF,209,655,1,0,1,0,0,normal
SF,230,4556,1,0,1,0,0.02,normal
SF,230,1385,1,0.2,1,0,0,normal
SF,647,278,1,0,1,0,0,normal
S0,0,0,0,1,0.1,0.24,0,ataque
SF,302,1680,1,0,1,0,0.02,normal
SF,210,1588,1,0,1,0,0.01,normal
SF,212,404,1,0,1,0,0.02,normal
SF,43,132,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.7,normal
SF,7045,0,1,0,1,0,0.14,ataque
REJ,0,0,0,0,0,1,0,ataque
REJ,0,0,0,0,0.02,0.08,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
S0,0,0,0,0.04,1,0,0.02,normal
S0,0,0,0,1,0.01,0.06,0,ataque
SF,334,0,1,0,1,0,0,ataque
S0,0,0,0,1,0.1,0.06,0,ataque
SF,181,23294,1,0,1,0,0.06,normal
S0,0,0,0,1,0.05,0.14,0,ataque
SF,8,0,0,0,1,0,0.62,ataque
SF,30,0,0,0,1,0,0.16,normal
SF,305,13119,1,0,1,0,0.05,normal
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.33,0.44,0,ataque
SF,346,1591,1,0,1,0,0.05,normal
SF,157,15174,1,0,1,0,0.02,normal
SF,45,45,0,0,1,0.01,0,normal
RSTO,0,0,0,0,0.07,0.06,0,ataque
SF,7176,392,1,0,1,0,0.02,normal
SF,1677,389,1,0,1,0,0,normal
SF,306,403,1,0,1,0,0.02,normal
RSTO,0,0,0,0,0.06,0.07,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,363,2256,1,0,1,0,0.02,normal
SF,323,1492,1,0,1,0,0.02,normal
S0,0,0,0,1,0.1,0.06,0,ataque
S0,0,0,0,1,0.17,0.05,0,ataque
SF,231,1576,1,0,1,0,0.02,normal
SF,42,42,0,0,1,0,0,normal
REJ,0,0,0,0,0.04,0.07,0,ataque
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S2,0,0,0,0.5,1,0,0,normal
SF,147,105,0,0,0.5,0.5,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,334,4399,1,0,1,0,0,normal
SF,237,986,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,0.25,1,0,0.04,normal
SF,222,882,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
REJ,0,0,0,0,0.14,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,306,694,1,0,1,0,0.03,normal
SF,215,354,1,0.03,1,0,0,normal
SF,516,4,0,0,1,0,0,normal
SF,344,269,1,0,1,0,0,normal
